Time [s],Value,Parity Error,Framing Error
15.4035350000,0xCC,,
15.4046800000,0xAC,,
15.4058250000,0x9C,,
15.4069700000,0x8C,,
15.4081200000,0x8C,,
15.4092650000,0x5C,,
15.4104100000,0x68,,
15.4115550000,0x5C,,
15.4127000000,0xE2,,
15.4138450000,0x7C,,
15.6532050000,0x3C,,
15.6543500000,0x80,,
15.6554950000,0x5C,,
15.6566400000,0xC0,,
15.6577850000,0x5C,,
15.6589300000,0x70,,
15.6600750000,0x5C,,
15.6612200000,0x60,,
15.6623650000,0x5C,,
15.6635100000,0x82,,
15.6646550000,0xCA,,
15.6658050000,0xF8,,
15.6669500000,0xF8,,
15.6680950000,0x0C,,
15.6692400000,0x9C,,
15.6703850000,0x0C,,
15.6715300000,0xCC,,
15.6726750000,0xAC,,
15.6738200000,0x9C,,
15.6749650000,0x8C,,
15.6761100000,0x8C,,
15.6772550000,0x5C,,
15.6784000000,0x78,,
15.6795450000,0x5C,,
15.6806900000,0xE2,,
15.6818350000,0x7C,,
15.9108850000,0x3C,,
15.9120300000,0x80,,
15.9131750000,0x5C,,
15.9143200000,0xC0,,
15.9154650000,0x5C,,
15.9166100000,0x70,,
15.9177550000,0x5C,,
15.9189000000,0x60,,
15.9200500000,0x5C,,
15.9211950000,0x82,,
15.9223400000,0xCA,,
15.9234850000,0xF8,,
15.9246300000,0xF8,,
15.9257750000,0x0C,,
15.9269200000,0x1C,,
15.9280650000,0x2C,,
15.9292100000,0xCC,,
15.9303550000,0xAC,,
15.9315000000,0x9C,,
15.9326450000,0x8C,,
15.9337900000,0x8C,,
15.9349350000,0x5C,,
15.9360800000,0xD8,,
15.9372250000,0x5C,,
15.9383700000,0xE2,,
15.9395150000,0x7C,,
16.1787700000,0x3C,,
16.1799150000,0x80,,
16.1810600000,0x5C,,
16.1822050000,0xC0,,
16.1833500000,0x5C,,
16.1844950000,0x70,,
16.1856400000,0x5C,,
16.1867850000,0x60,,
16.1879300000,0x5C,,
16.1890750000,0x82,,
16.1902200000,0xCA,,
16.1913650000,0xF8,,
16.1925100000,0xF8,,
16.1936550000,0x0C,,
16.1948000000,0xEC,,
16.1959450000,0x6C,,
16.1970900000,0xCC,,
16.1982350000,0xAC,,
16.1993800000,0x9C,,
16.2005250000,0x8C,,
16.2016700000,0x8C,,
16.2028150000,0x5C,,
16.2039600000,0x68,,
16.2051050000,0x5C,,
16.2062500000,0xE2,,
16.2074000000,0x7C,,
16.4364350000,0x3C,,
16.4375800000,0x80,,
16.4387250000,0x5C,,
16.4398750000,0xC0,,
16.4410200000,0x5C,,
16.4421650000,0x70,,
16.4433100000,0x5C,,
16.4444550000,0x60,,
16.4456000000,0x5C,,
16.4467450000,0x82,,
16.4478900000,0xCA,,
16.4490350000,0xF8,,
16.4501800000,0xF8,,
16.4513250000,0x0C,,
16.4524700000,0xEC,,
16.4536150000,0x0C,,
16.4547600000,0xCC,,
16.4559050000,0xAC,,
16.4570500000,0x9C,,
16.4581950000,0x8C,,
16.4593400000,0x8C,,
16.4604850000,0x5C,,
16.4616300000,0x08,,
16.4627750000,0x5C,,
16.4639200000,0xE2,,
16.4650650000,0x7C,,
16.7147100000,0x3C,,
16.7158550000,0x80,,
16.7170000000,0x5C,,
16.7181450000,0xC0,,
16.7192900000,0x5C,,
16.7204350000,0x70,,
16.7215800000,0x5C,,
16.7227250000,0x60,,
16.7238700000,0x5C,,
16.7250150000,0x82,,
16.7261600000,0xCA,,
16.7273050000,0xF8,,
16.7284500000,0xF8,,
16.7295950000,0x0C,,
16.7307400000,0x6C,,
16.7318850000,0x4C,,
16.7330300000,0xCC,,
16.7341750000,0xAC,,
16.7353200000,0x9C,,
16.7364650000,0x8C,,
16.7376100000,0x8C,,
16.7387550000,0x5C,,
16.7399000000,0xC8,,
16.7410450000,0x5C,,
16.7421900000,0xE2,,
16.7433350000,0x7C,,
16.9826650000,0x3C,,
16.9838100000,0x80,,
16.9849550000,0x5C,,
16.9861000000,0xC0,,
16.9872450000,0x5C,,
16.9883900000,0x70,,
16.9895350000,0x5C,,
16.9906800000,0x60,,
16.9918250000,0x5C,,
16.9929700000,0x82,,
16.9941150000,0xCA,,
16.9952600000,0xF8,,
16.9964050000,0xF8,,
16.9975500000,0x0C,,
16.9986950000,0xAC,,
16.9998400000,0xAC,,
17.0009850000,0xCC,,
17.0021300000,0xAC,,
17.0032750000,0x9C,,
17.0044200000,0x8C,,
17.0055650000,0x8C,,
17.0067100000,0x5C,,
17.0078550000,0xE8,,
17.0090000000,0x5C,,
17.0101450000,0xE2,,
17.0112900000,0x7C,,
17.2506300000,0x3C,,
17.2517800000,0x80,,
17.2529250000,0x5C,,
17.2540700000,0xC0,,
17.2552150000,0x5C,,
17.2563600000,0x70,,
17.2575050000,0x5C,,
17.2586500000,0x60,,
17.2597950000,0x5C,,
17.2609400000,0x82,,
17.2620850000,0xCA,,
17.2632300000,0xF8,,
17.2643750000,0xF8,,
17.2655200000,0x0C,,
17.2666650000,0x2C,,
17.2678100000,0x1C,,
17.2689550000,0xCC,,
17.2701000000,0xAC,,
17.2712450000,0x9C,,
17.2723900000,0x8C,,
17.2735350000,0x8C,,
17.2746800000,0x5C,,
17.2758250000,0xD8,,
17.2769700000,0x5C,,
17.2781150000,0xE2,,
17.2792600000,0x7C,,
17.5083000000,0x3C,,
17.5094450000,0x80,,
17.5105900000,0x5C,,
17.5117350000,0xC0,,
17.5128800000,0x5C,,
17.5140250000,0x70,,
17.5151700000,0x5C,,
17.5163150000,0x60,,
17.5174600000,0x5C,,
17.5186050000,0x82,,
17.5197500000,0xCA,,
17.5208950000,0xF8,,
17.5220400000,0xF8,,
17.5231850000,0x0C,,
17.5243300000,0x2C,,
17.5254750000,0x8C,,
17.5266250000,0xCC,,
17.5277700000,0xAC,,
17.5289150000,0x9C,,
17.5300600000,0x8C,,
17.5312050000,0x8C,,
17.5323500000,0x5C,,
17.5334950000,0x48,,
17.5346400000,0x5C,,
17.5357850000,0xE2,,
17.5369300000,0x7C,,
17.7763800000,0x3C,,
17.7775250000,0x80,,
17.7786700000,0x5C,,
17.7798150000,0xC0,,
17.7809600000,0x5C,,
17.7821050000,0x70,,
17.7832500000,0x5C,,
17.7843950000,0x60,,
17.7855400000,0x5C,,
17.7866850000,0x82,,
17.7878300000,0xCA,,
17.7889800000,0xF8,,
17.7901250000,0xF8,,
17.7912700000,0x0C,,
17.7924150000,0xCC,,
17.7935600000,0xCC,,
17.7947050000,0xCC,,
17.7958500000,0xAC,,
17.7969950000,0x9C,,
17.7981400000,0x8C,,
17.7992850000,0x8C,,
17.8004300000,0x5C,,
17.8015750000,0xE8,,
17.8027200000,0x5C,,
17.8038650000,0xE2,,
17.8050100000,0x7C,,
18.0443600000,0x3C,,
18.0455050000,0x80,,
18.0466500000,0x5C,,
18.0477950000,0xC0,,
18.0489400000,0x5C,,
18.0500850000,0x70,,
18.0512300000,0x5C,,
18.0523800000,0x60,,
18.0535250000,0x5C,,
18.0546700000,0x82,,
18.0558150000,0xCA,,
18.0569600000,0xF8,,
18.0581050000,0xF8,,
18.0592500000,0x0C,,
18.0603950000,0x4C,,
18.0615400000,0x6C,,
18.0626850000,0xCC,,
18.0638300000,0xAC,,
18.0649750000,0x9C,,
18.0661200000,0x8C,,
18.0672650000,0x8C,,
18.0684100000,0x5C,,
18.0695550000,0xC8,,
18.0707000000,0x5C,,
18.0718450000,0xE2,,
18.0729900000,0x7C,,
18.3019350000,0x3C,,
18.3030800000,0x80,,
18.3042250000,0x5C,,
18.3053700000,0xC0,,
18.3065150000,0x5C,,
18.3076600000,0x70,,
18.3088050000,0x5C,,
18.3099500000,0x60,,
18.3110950000,0x5C,,
18.3122400000,0x82,,
18.3133850000,0xCA,,
18.3145300000,0xF8,,
18.3156750000,0xF8,,
18.3168250000,0x0C,,
18.3179700000,0x8C,,
18.3191150000,0x9C,,
18.3202600000,0xCC,,
18.3214050000,0xAC,,
18.3225500000,0x9C,,
18.3236950000,0x8C,,
18.3248400000,0x8C,,
18.3259850000,0x5C,,
18.3271300000,0xF8,,
18.3282750000,0x5C,,
18.3294200000,0xE2,,
18.3305650000,0x7C,,
18.5698200000,0x3C,,
18.5709650000,0x80,,
18.5721100000,0x5C,,
18.5732550000,0xC0,,
18.5744000000,0x5C,,
18.5755450000,0x70,,
18.5766900000,0x5C,,
18.5778350000,0x60,,
18.5789800000,0x5C,,
18.5801250000,0x82,,
18.5812700000,0xCA,,
18.5824150000,0xF8,,
18.5835600000,0xF8,,
18.5847050000,0x0C,,
18.5858500000,0x8C,,
18.5869950000,0x4C,,
18.5881400000,0xCC,,
18.5892850000,0xAC,,
18.5904300000,0x9C,,
18.5915750000,0x8C,,
18.5927200000,0x8C,,
18.5938650000,0x5C,,
18.5950100000,0x28,,
18.5961550000,0x5C,,
18.5973000000,0xE2,,
18.5984500000,0x7C,,
18.8333250000,0x3C,,
18.8344700000,0x80,,
18.8356150000,0x5C,,
18.8367600000,0xC0,,
18.8379050000,0x5C,,
18.8390500000,0x70,,
18.8401950000,0x5C,,
18.8413400000,0x60,,
18.8424850000,0x5C,,
18.8436300000,0x82,,
18.8447750000,0xCA,,
18.8459200000,0xF8,,
18.8470650000,0xF8,,
18.8482100000,0x0C,,
18.8493550000,0x0C,,
18.8505000000,0x9C,,
18.8516450000,0xCC,,
18.8527900000,0xAC,,
18.8539400000,0x9C,,
18.8550850000,0x8C,,
18.8562300000,0x8C,,
18.8573750000,0x5C,,
18.8585200000,0x78,,
18.8596650000,0x5C,,
18.8608100000,0xE2,,
18.8619550000,0x7C,,
19.1252500000,0x3C,,
19.1263950000,0x80,,
19.1275400000,0x5C,,
19.1286850000,0xC0,,
19.1298300000,0x5C,,
19.1309750000,0x70,,
19.1321200000,0x5C,,
19.1332650000,0x60,,
19.1344150000,0x5C,,
19.1355600000,0x82,,
19.1367050000,0xCA,,
19.1378500000,0xF8,,
19.1389950000,0xF8,,
19.1401400000,0x0C,,
19.1412850000,0x0C,,
19.1424300000,0x9C,,
19.1435750000,0xCC,,
19.1447200000,0xAC,,
19.1458650000,0x9C,,
19.1470100000,0x8C,,
19.1481550000,0x8C,,
19.1493000000,0x5C,,
19.1504450000,0x78,,
19.1515900000,0x5C,,
19.1527350000,0xE2,,
19.1538800000,0x7C,,
19.2160350000,0x3C,,
19.2171800000,0x80,,
19.2183250000,0x5C,,
19.2194700000,0xC0,,
19.2206150000,0x5C,,
19.2217600000,0x70,,
19.2229050000,0x5C,,
19.2240500000,0x60,,
19.2251950000,0x5C,,
19.2263450000,0x82,,
19.2274900000,0xCA,,
19.2286350000,0xF8,,
19.2297800000,0xF8,,
19.2309250000,0x0C,,
19.2320700000,0x0C,,
19.2332150000,0x9C,,
19.2343600000,0xCC,,
19.2355050000,0xAC,,
19.2366500000,0x9C,,
19.2377950000,0x8C,,
19.2389400000,0x8C,,
19.2400850000,0x5C,,
19.2412300000,0x78,,
19.2423750000,0x5C,,
19.2435200000,0xE2,,
19.2446650000,0x7C,,
19.2871450000,0x3C,,
19.2882900000,0x80,,
19.2894350000,0x5C,,
19.2905800000,0xC0,,
19.2917250000,0x5C,,
19.2928700000,0xE0,,
19.2940150000,0x5C,,
19.2951600000,0x60,,
19.2963050000,0x5C,,
